SampleId,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
2b_80a,80,33618,43453,4979543,151384,1087669,6846,14359,40178,145677,68790,3874359,14356,4466807,10904,8706,2225,5482,23194802,6956637,100988,23194802,1649701,6099,3372,15514,244916,197800,4926,7214311,0,0,0,13963,36910,70277,16423,31561,3234,167831,17749,267814,5126,19002,103344,19002,97667,1362616,74630,1235269,16763,18089,15124,31048,0,12905,4580,4804,7960,0,0,666311,484143,158507,340798,39966,12864,3348,4954029,18330,3556,2579,525,63671,39669,15949,14333892,10268,114411,473535,184463,3051,16836,144406,135960,214585,18234,21429,14420,193803,14781,55456,0,14351,108906,0,6501,0,21975,30275,107978,41944,0,43828,18050,0,105261,2412923,1979054,27438,659892,30420,340379,69553,0,39674,100514,5923,112818,22917,138812,35362,10161,25997,0,0,0,309147,368031,14143,1805403,11363,20574,2088,14573,0,74836,5966,17866,56103,0,24904,0,25167,42732,0,629865,19538,11473,162022,0,110414,114739,1742,3543,707,6742,19578,51732,11136
2b_80d,80,44001,27446,3099184,133242,635185,7357,14713,37200,354158,108195,3882898,29436,28201,31989,17266,5502,9334,25978538,7880514,123252,25978538,2145725,9081,6470,24227,460972,223034,7542,21820,0,0,0,23724,45057,98991,24361,45057,4119,281967,45137,326703,8770,52834,204605,52834,157907,1788599,60103,1435557,34004,27550,20408,44237,0,53067,8031,11149,8916,0,0,1278127,879907,276259,5251,31034,20385,7012,11014884,28398,5251,5317,7773,104835,60808,27900,18305948,11334,178730,563088,331607,6519,19556,231220,211575,289816,33980,40425,25876,448245,25183,74290,0,70832,176228,0,11826,0,39632,47051,180521,68423,0,86763,69643,0,177999,4133104,4983294,35588,1677269,56259,423232,115865,0,67485,119330,19278,125302,52621,282270,49383,15651,66313,0,0,0,1228016,259716,15160,2312670,24143,15669,2365,52031,0,220499,16248,36321,138086,0,30375,0,34410,34214,0,1236516,25283,27571,255326,0,76703,172079,18969,2775,592,5256,30577,11075,10469
2b_80e,80,40239,42469,4700746,173571,1364885,8129,36189,82820,192998,65026,5657696,16645,5342602,15234,10607,3087,749170,24835810,7481490,104657,24835810,1617769,5214,3305,15174,244433,136751,4074,7832543,0,0,0,15354,28976,73436,18280,25066,2436,161066,20686,260655,8630,19841,170320,19841,97601,1019392,41425,28318,15056,13675,13258,28976,0,65444,6789,7668,7646,0,0,739202,482540,177760,9857,54051,14807,5503,9342327,24082,6286,2864,3077,56645,29800,17395,11885056,6672,104356,387176,188241,2526,15266,119194,122307,192543,21054,23894,16559,345611,18060,48880,0,38754,110385,0,5114,0,41565,23238,102073,39881,0,44142,21579,0,134215,2456359,2715862,25134,935344,32975,199847,61358,0,43764,80177,14199,69180,46093,208674,34631,8862,29984,0,0,0,399463,208791,11173,1469668,13883,7931,756,33895,0,0,71879,7930,17136,0,22996,0,20543,19052,0,849507,14276,14679,106095,0,47481,94691,1064,1744,344,4413,17609,30627,8216
3b_80e,80,90972,10120,4560253,0,1198431,58393,12176,141605,494308,61986,4991801,108681,0,63613,26589,0,0,2449639,57944,80653,3621952,293020,23071,0,59364,1261500,470530,0,0,0,30026,0,70455,0,218522,71055,148685,25098,2232135,144473,335884,22950,173016,2091860,248755,582690,0,0,1375320,61065,85249,0,109533,0,0,0,23624,763730,0,0,872142,5201963,201055,0,0,0,0,57668120,204495,25344,0,12847,289044,255815,91660,25435819,46377,208923,511455,1623314,0,0,187006,188775,711622,0,61214,127597,1996839,87235,123353,0,156537,271189,30548,0,0,415506,183283,136684,88959,95437,324798,65151,113399,322318,23655526,17114863,0,0,113385,0,113953,251944,212685,346437,208456,147989,242898,685584,64722,32640,158585,0,0,0,1047911,517885,26995,1521347,185321,163265,31130,295268,0,269579,202046,178913,423532,0,50485,0,0,42930,0,2206021,38179,106504,125896,0,115968,174621,79196,105374,0,0,0,0,0
3b_80c,80,95158,13887,15559222,24455,2726502,54113,27372,110002,1163696,180053,2052632,147324,0,262040,16816,0,0,1642637,51285,55351,2064327,403125,20567,0,33698,2666738,402638,0,13861,0,53725,0,59173,0,252374,58532,149926,29621,1371616,162833,217401,18511,202442,1856520,249080,538696,4975248,388263,328828,33000,128505,0,0,0,0,0,24876,1607222,0,0,1305528,3704167,200394,0,0,0,0,57875179,466033,17198,17233,8320,1952065,359508,85858,17327466,55427,354440,838220,2365577,0,37678,332847,376667,497625,79280,90265,143974,2116463,105709,79418,0,391663,1225765,130152,88469,0,484127,288935,268768,189218,679745,275359,370278,94081,403876,18958651,18412746,0,0,132292,750023,226089,422971,200973,0,205428,183418,436017,755504,81753,26724,88909,0,0,0,6206652,679775,59743,2786504,139775,204773,25941,315088,0,287110,150850,174710,327982,33244,45711,124981,49637,47603,0,2130984,111503,0,347289,0,140968,187457,76645,94203,0,0,0,0,0
4b_80a,80,75154,45874,4533560,0,2823115,76903,0,794877,609666,88108,17382696,405350,0,32124,0,0,27084,1205068,48638,48972,2080536,121280,17492,30692,28579,237631,199322,24092,43256,0,0,0,59287,0,160221,48742,0,48333,1107474,123177,489921,20151,78506,1788983,104362,461171,2904840,0,178823,0,55246,0,0,0,0,0,0,0,0,0,395626,3241807,0,0,0,0,39543,43183444,135197,13302,0,9120,131795,0,112808,11788630,0,83934,223025,2537701,0,0,44392,102207,403444,0,0,0,1369722,130666,0,0,112358,46952,0,27662,0,348366,0,104920,65548,0,263593,0,0,180478,10183492,7531065,0,322151,65797,722674,82597,0,131362,144397,0,70164,88451,368680,75568,21359,0,0,0,0,40521,0,0,782059,66267,106412,0,187174,0,0,70097,61704,229647,0,55674,0,0,14525,0,976608,28375,0,143377,0,0,117506,0,0,70776,63967,37377,75551,15845
4b_80b,80,74141,0,2242288,0,1257768,54693,0,817815,629394,297315,17708283,404178,0,47587,21969,0,0,1106138,43031,65809,2031680,139912,18891,23931,36204,263011,355094,0,37883,0,0,0,85512,0,163612,40252,0,0,980112,108706,418566,23116,72417,1356200,70005,428504,2605284,0,245587,36614,62049,0,0,0,0,0,0,0,0,0,564400,3088012,0,0,0,0,37828,35612693,117758,0,7353,0,98208,0,0,9747120,0,115467,297237,3360563,0,0,52406,113918,363011,0,0,89723,1060118,97496,130791,0,129149,52007,0,0,0,271429,0,0,75196,0,244099,0,0,277315,12104360,9979938,0,0,49830,1262146,103368,0,139602,142653,0,0,95065,456380,0,0,0,0,0,0,159130,612134,0,901101,0,117266,0,247076,0,66701,78630,0,218581,0,0,0,0,34637,0,1086435,30289,0,155856,0,52517,140384,0,0,0,54360,0,41482,12224
4b_80c ,80,62932,6998,2466825,252539,1309535,39268,10039,319034,1265336,228048,7517803,375360,0,81943,19082,11042,0,1263222,42953,70676,1825240,158791,18405,22899,0,347480,867418,0,0,0,0,0,128302,0,175709,64619,105151,0,1171298,0,392017,18540,100366,1794624,0,486225,2663894,0,0,41455,65187,35305,73496,0,0,0,26346,0,0,0,1066792,3702013,0,0,65364,0,34129,47882368,83676,8569,0,0,117318,0,0,6404664,0,144929,662305,856147,0,0,92642,157183,374574,0,35488,96514,1474432,104005,0,0,208155,190930,0,0,0,346129,140716,143226,95998,0,230321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240696,0,122664,94475,61888,0,0,0,0,0,0
1b_70c ,70,80090,0,21290808,0,903342,18798,42315,17882,117404,72000,1602925,0,32650,138324,0,0,0,373419,17639,100612,646076,96243,4790,0,9639,665408,139602,0,0,10385,0,0,34409,0,96607,31663,52126,9175,424672,93742,81839,21898,52031,762268,77285,190998,172651,48736,0,0,35062,0,0,0,0,0,0,48253,0,0,1752125,1684328,0,0,0,0,0,30631397,131907,0,0,0,0,0,26583,9284342,0,223885,713672,550868,0,0,300041,203818,169007,0,48865,0,893501,0,0,119549,125293,486432,51535,174519,20203,255915,66528,163396,0,137438,139406,91637,0,330266,5357201,5301647,0,0,481289,0,112941,175714,432048,127930,44775,93742,852252,359804,0,0,14634,0,57969,0,1590847,540048,8165,32568,7350,0,0,147380,75014,0,22045,0,95363,0,0,0,0,87172,44750,759752,0,0,64691,161942,83212,42696,0,0,0,0,0,0,0
1b_70d ,70,76247,0,21515657,0,919164,22957,34769,27420,181774,69489,1707499,48805,26233,72496,0,0,0,361309,15610,101687,700746,80920,5070,0,35093,814478,124837,0,0,0,0,0,29715,0,95721,25421,46742,0,421645,0,92017,23177,56370,757685,85325,212105,205289,84715,9415,0,28483,0,0,0,0,0,16281,40163,49491,0,1203456,1876729,0,0,0,0,0,32703287,189738,21545,0,9991,165844,0,0,9508031,27176,171097,625222,718204,0,0,219303,186786,247789,0,0,0,1098613,0,0,73212,141171,273832,28242,192094,11140,283054,65209,147388,0,91574,205389,58449,62528,333606,8237847,7850883,0,0,557533,0,102262,157546,598259,0,0,55417,1030651,467498,0,0,0,20474,53684,0,981662,93067,0,36012,12132,0,15444,207418,45187,0,64462,0,187001,0,0,0,0,0,47894,1070106,0,0,75302,132161,83413,15911,0,0,0,0,0,0,0
1b_70e ,70,79706,0,12742490,0,522325,13789,41081,14592,80313,47860,902208,0,0,68368,0,0,0,487320,22217,116850,846240,103240,0,0,0,892080,200472,0,0,15709,0,0,43804,0,108885,38556,67013,0,517537,96296,94073,0,83723,796284,112609,256805,0,94601,0,0,33121,0,0,0,0,0,0,60358,63306,0,1523434,1972573,0,0,0,0,0,36610161,161548,17902,0,0,215045,0,32416,20375759,28631,210167,797452,970513,0,0,318847,222707,317856,0,0,59203,1316677,0,0,114536,158270,437811,45780,211376,0,302007,143831,71854,0,115806,280426,91943,80328,294587,10868523,11790244,0,0,11942028,0,110225,212148,672874,254356,0,0,1298375,567684,0,0,16673,30163,58519,0,1270037,604232,0,41622,0,31407,0,204564,62285,0,122774,0,295814,0,24033,0,0,94861,65988,1301489,0,0,93152,181486,94552,66774,0,0,0,0,0,0,0
2b_70a ,70,42763,0,3863861,0,607344,0,13737,24361,169482,50347,4461828,25878,0,13400,0,0,0,688722,0,0,21520592,2381218,0,0,17537,329831,182143,0,0,0,0,0,18767,0,74429,21624,0,0,162789,0,239893,0,21396,178830,0,96075,477204,0,0,25946,0,0,47160,0,0,0,0,54003,0,0,662120,600239,0,20150,33474,0,0,9500919,36102,0,0,0,116293,0,0,15074276,0,124610,588683,324722,0,0,110408,147304,192124,0,30365,0,352044,0,0,0,31956,162384,0,0,0,42916,67991,145676,53984,0,0,36170,0,0,2747799,2917010,0,0,47000,315931,83811,0,41283,77940,0,122777,56739,229624,0,0,77537,0,0,0,587040,334976,13639,1903870,0,0,0,41342,0,177709,0,0,98717,0,26322,0,0,38789,0,925075,0,0,173545,0,98182,159398,0,0,0,0,58624,38150,13933
2b_70d ,70,56083,0,3656844,0,686062,0,24303,41430,270795,86394,6236923,0,0,14170,0,0,0,777305,0,0,23023611,3024167,0,0,22374,507505,277997,0,0,0,0,0,27159,0,94068,0,0,17056,153375,19850,284816,0,17707,126466,17707,76665,0,28000,290748,34690,30268,0,0,0,36770,0,0,0,0,0,913702,442023,0,28480,41119,13089,0,5736306,43577,0,3781,0,0,0,0,16608726,0,149143,596528,170654,0,0,154329,175132,198237,0,22868,0,226000,0,0,0,91036,95937,0,0,0,0,64847,151004,48624,0,0,26793,0,0,2094951,1625928,0,0,39677,165462,82324,0,32418,0,0,78394,58691,152236,59651,16808,0,0,0,0,446520,156507,0,2326375,0,0,0,0,0,181488,15142,0,67199,0,24750,0,0,24937,0,591079,23342,0,188373,0,64046,96402,0,0,0,0,0,0,0
2b_70e ,70,42200,29469,3386518,140878,734372,5864,26831,47279,308887,140329,8814399,29624,25288,18213,12182,3287,741513,831309,6999945,118669,22981368,2219838,6146,4536,26018,501245,270662,5371,21119,0,0,0,27806,50715,100908,28053,39815,5060,186558,34455,274857,6963,38749,214081,38749,136536,1465925,36421,1185911,31853,25914,18100,45595,0,32925,8879,7866,201947,0,0,990140,639073,222149,9347,71064,18598,4733,11557586,47060,2572,5685,3668,94293,70113,26704,17213119,15468,164022,614889,361708,1656,14866,197978,191159,270939,29253,24905,20104,401444,20104,37497,0,50361,224057,0,16249,0,45295,49503,156507,52104,0,78772,32509,0,163624,3677638,4310722,93972,1481683,61421,229143,92885,0,59384,115933,16955,133079,65258,212476,70575,18994,67443,0,0,0,682796,1183411,19814,2558662,24581,14655,2026,37090,0,217893,24022,38082,111185,0,33170,0,34976,57692,0,866435,27930,11034,259509,0,169914,159037,7600,4129,1146,15652,33507,14299,7558
3b_70e,70,77710,10706,4569142,0,1055759,85266,0,201755,1189023,170116,8484072,132501,0,60798,27641,0,0,1560164,0,84973,3087704,205432,0,0,69319,555019,370613,12159,0,0,64115,0,40452,0,206330,44832,118413,24359,1448490,146617,312040,27254,120389,1434738,184527,480720,3848205,0,387834,49799,96851,44876,0,0,0,0,23178,96281,0,0,1128311,3530810,0,0,82427,109592,0,43439974,216511,27243,0,13824,165646,229314,71893,5265900,0,191921,427865,982185,0,71956,190026,182615,487363,0,0,100096,1344334,88898,114293,0,418126,170472,20570,0,0,276359,161415,303203,82957,29373,193117,39733,77703,220308,15411925,12113055,0,0,97985,534325,115120,0,186433,262084,124771,154405,240313,481611,69763,0,43719,0,0,0,256582,578186,19006,1518636,122445,0,20202,185224,0,172480,105451,101005,213468,0,40263,0,38542,48437,0,1255787,38565,0,94937,0,128723,118900,48150,48917,32321,0,0,14248,0
3b_70c,70,74371,9634,5466672,24341,790975,33962,0,59657,550676,144926,2936330,160838,0,84083,26324,0,0,1910667,45614,61363,2543328,268936,16545,0,59383,650720,464746,0,22938,0,71954,0,56511,0,188959,55458,156100,31012,1702351,0,349854,15411,157169,1410133,201334,410877,0,0,1423320,53721,101434,46831,0,0,0,0,22591,164622,0,0,1315648,4188424,152369,0,84054,0,0,42793188,202232,11587,0,0,0,253104,68992,5742986,24707,226408,477957,1189926,0,58911,246829,222069,522991,0,44778,84769,1297338,76344,114343,0,548747,250821,29770,0,0,317999,151363,158351,102994,52331,262535,52874,0,230221,17389224,15223717,0,0,107718,875038,133997,0,160368,315231,129880,184261,245304,508465,74761,26523,0,0,0,0,478856,651104,20223,1477700,0,141212,22443,227575,0,213254,140794,147665,289733,0,44804,267258,0,64939,0,1426803,45297,85331,106932,0,174341,133857,0,78288,0,0,0,0,0
3b_70d,70,79884,11860,5433444,268753,959161,78775,0,205928,909417,201478,11150780,138060,0,115667,35341,0,161031,1517074,37693,85206,2604568,221078,0,0,74573,614125,384663,0,24213,0,50155,0,39979,0,226293,41717,139825,33904,1381841,0,311154,29061,118850,1348541,174198,429507,4210906,0,298068,0,109411,49453,104099,0,0,0,14988,0,0,0,1228397,3413270,0,0,85145,0,0,42126771,236105,23956,9866,12873,0,276600,76124,7924647,0,274301,503033,1016462,0,59444,306395,245141,456783,66282,49144,87971,1332745,0,105629,0,344617,127597,15726,41577,0,313285,162590,151717,114654,29073,205775,36923,84295,260963,15881916,13095500,0,0,115111,422569,146816,0,175079,257220,145492,146083,283169,506561,76004,21501,25516,0,0,0,308077,361026,21910,1934194,115223,118753,22618,207860,0,209598,119577,106712,250450,0,43378,0,0,40626,0,1525606,58037,78107,136873,0,119319,118237,0,0,0,0,0,0,0
4b_70a,70,71180,6200,2337149,0,1168149,0,0,251637,389327,165875,9061866,149426,0,83355,0,0,0,1267108,0,59891,1898520,138411,0,0,0,306148,469735,23037,0,0,0,0,131596,0,176622,56623,104563,0,1076034,100645,404135,0,93136,1180629,0,389764,4898499,0,0,53857,67152,38283,89630,0,0,0,0,0,0,0,846960,3067105,0,0,0,0,0,33760416,102989,9370,0,0,0,0,0,8768337,0,125710,386744,1454635,0,0,58416,126357,306463,0,0,76810,985228,80490,225456,0,212960,195382,0,0,0,267010,88668,0,74628,0,199023,0,0,215490,9281870,8041927,0,0,91642,660103,83180,0,99857,113499,0,0,99332,335773,0,23538,0,0,0,66663,122530,609340,0,909509,0,97262,0,166107,0,69457,64191,63961,185658,0,56268,0,0,25348,0,873446,0,0,116765,0,82151,104656,0,0,0,0,0,84342,13958
4b_70b,70,66542,5941,1942563,0,1236588,0,17288,632616,403460,250480,20502631,333866,0,22858,0,26925,0,1357835,40259,98915,1955664,121872,15633,41838,24867,344811,420535,71465,0,0,0,0,71713,0,131243,46832,0,0,946482,96155,449829,20957,67320,1303573,95234,350022,2332574,0,221324,38667,56747,0,0,0,0,36205,0,0,0,0,444597,2889561,0,0,52301,0,364014,35712493,95971,63404,0,57172,0,0,84593,6427401,0,84682,306806,688418,0,0,71058,96705,307094,0,0,78661,1124021,78455,104066,0,68103,86327,0,0,0,242773,89639,0,64894,0,204278,0,0,226647,8841309,6531616,0,0,54169,1035234,70974,0,100283,134563,0,97228,89101,390417,0,21300,0,0,0,0,43226,129324,0,846066,60812,78707,0,158223,0,59697,61579,0,208399,0,47825,0,0,16844,0,1007221,22076,0,76359,0,0,100931,0,0,0,0,0,45045,11143
4b_70c,70,65440,9474,4700629,14925,2226147,55401,13491,324068,811148,271360,13372075,292417,0,114719,18453,0,0,871962,36558,56236,1599768,123992,17259,0,29963,359257,810348,24951,27506,0,0,0,120772,0,199595,54135,0,0,940257,0,334250,17510,78824,1338657,0,384714,2305730,0,204628,0,52880,32237,71231,0,0,0,0,0,0,0,1343915,2809730,0,0,0,0,47840,39817927,111622,0,0,0,93929,0,88317,4990612,0,132046,413841,643970,0,0,82412,128519,306574,0,0,84924,1119293,0,139452,0,182678,105535,0,0,0,287498,110820,110344,79136,0,178579,0,0,210537,9805014,9011505,0,0,41194,1144346,81024,0,116257,0,90416,0,83072,369714,0,19620,0,0,0,0,89116,117796,0,924216,61495,122984,0,186319,0,54139,53458,87578,174205,0,0,0,47905,0,0,899765,29035,0,123066,0,59864,66054,0,0,87904,0,0,48629,11336
1b_50c ,50,68560,0,9468851,0,658329,12413,34869,34439,418366,92448,5532132,43853,17064,96655,0,0,0,289577,23551,108564,772889,129807,0,0,0,835853,242156,0,0,0,20579,0,19812,0,119637,23235,0,8806,391235,104656,86690,0,41121,983254,42688,223582,0,0,33974,18949,30399,0,0,0,0,0,21713,158129,0,0,1815097,1830960,0,0,0,0,0,38357987,148811,14309,9073,0,0,0,39802,22711142,21976,0,1011862,552680,0,0,277779,280092,198994,0,44934,0,1243154,0,0,136804,428685,497367,54014,192492,0,356489,98418,86303,0,194775,197789,123618,0,386163,7405719,6437304,0,0,520500,0,138874,171865,505700,119456,0,0,689265,539129,0,0,26811,44424,75673,0,1638526,730153,16152,51231,8540,0,0,243329,84138,0,58858,0,200989,0,24030,0,0,165066,36547,1208809,0,0,96632,127611,118524,53378,0,0,0,0,0,0,0
1b_50d,50,86577,0,11298139,0,607485,12891,31318,22634,219681,52544,3172903,43118,0,97169,0,0,0,462078,24052,136446,895738,161947,0,0,42214,845687,283067,0,0,20394,0,0,36832,0,131919,34082,84083,0,435667,103845,132157,0,48038,1060315,76635,206450,0,62869,42855,21709,38548,0,0,0,0,0,23586,178807,0,0,1797334,2182139,0,0,21827,0,0,39152407,209514,20499,0,7823,0,0,37011,23804220,0,288909,1114036,599348,0,14236,289015,302047,223279,0,55813,56272,1136425,0,0,86573,560518,262632,28236,228475,0,376292,95500,102195,0,129015,197013,73125,61610,440328,6811222,5891344,0,0,457417,0,145361,155569,478931,129687,65460,106080,875201,487161,0,13181,24336,32127,79175,0,1556189,151541,12486,42603,0,0,0,252396,78822,0,60030,0,170824,0,24939,0,0,0,44233,1083132,0,0,93167,152620,78792,25740,0,0,0,0,0,0,0
1b_50e ,50,93156,0,11014364,0,522824,13372,16001,16344,264581,71884,1927065,60873,0,65023,0,0,0,403799,27977,112960,757671,176099,7271,0,45702,867358,214341,0,0,0,20048,0,41375,0,109488,38767,86973,0,502468,104915,91328,0,61882,1050701,89441,302499,0,62408,33345,22147,41418,0,0,0,0,0,0,222493,0,0,1553859,2461836,0,0,32984,0,0,44656834,125857,19227,0,0,158109,0,48258,14761719,0,261457,952292,848282,0,0,306134,282693,321135,0,866817,53756,1523374,0,0,108914,421260,349874,36799,244899,0,368988,107298,298857,0,164158,299276,99456,89137,332114,10953274,10058559,0,0,721317,0,162014,200168,737926,204520,81667,157031,827318,687041,0,0,30016,38829,88127,0,2006067,434025,26749,66308,17897,30843,25418,281973,103503,0,130232,0,301900,0,36288,0,0,113133,47347,1799929,20670,0,141718,173455,113471,162312,0,0,0,0,0,0,0
2b_50a ,50,48515,0,6894779,0,936321,0,0,34158,631696,91660,3764692,38972,0,42337,0,0,0,523381,0,0,9790968,1445515,0,0,0,248975,235728,0,0,0,0,0,16211,0,98165,18385,35788,0,146135,0,181385,0,30557,236846,0,85706,510156,0,112155,25986,31095,0,0,0,39526,0,0,62052,0,0,1653072,557106,0,0,38769,0,0,11892901,66609,0,0,0,90741,73264,0,11314847,0,233539,708554,431526,0,0,232991,206073,150775,0,0,0,273091,0,0,0,368452,148802,0,0,0,44333,50280,143284,66732,0,0,21613,0,147259,1974627,2748863,0,0,38360,0,102024,0,33210,45957,0,103890,113477,146003,35153,8571,0,0,0,0,402748,454389,11304,898074,0,0,0,34993,0,0,0,0,0,0,15131,0,0,21194,0,396156,17033,0,178380,0,58951,41062,0,0,0,0,43971,31811,0
