SampleId,Class,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159
2b_20e,20,0,0,4198185,0,1019876,14676,0,0,21581,19743,0,0,0,0,0,34292,0,0,0,32426,0,1625746,12052,0,0,27825,562610,18833,14653,0,0,0,0,0,144753,0,141723,0,1329840,0,0,0,0,32468,4558,4479,0,0,0,0,7725,0,0,0,0,0,0,0,0,0,866688,41119,0,0,0,0,0,128708,0,0,0,0,0,0,0,1693,936,184743,349250,7719,7207,1356,113380,131294,13570,0,45335,26478,19749,348,2673255,0,150,196085,0,9045,0,322,95309,109257,51248,0,1720,5195,0,10206,5109,6808,153,188,1237,7953,64837,0,4511,3231,391,34836,8457,47618,80918,18396,61051,0,0,0,36165,32128,1473,622663,550,7973,3168,691,0,10857,177,209,5912,0,5401,0,1059,5460,0,93803,1312,2044,35433,0,11064,66607,26341,1292,1461,18087,3493,37401,13010
3b_20c,20,66980,7873,2916708,35773,1197204,81633,22710,100065,1586413,123504,9840038,102972,0,307138,28706,0,0,676684,27860,71728,1083873,305992,14464,0,91054,472595,452024,0,0,0,119582,0,23466,0,239531,0,81349,32417,722500,0,225347,15145,57236,1019917,84852,289401,1457993,0,583691,62856,69438,0,72238,0,0,0,0,111426,0,0,1875924,2235939,0,0,105056,0,0,31830019,146251,0,0,0,0,0,0,18331378,0,259811,564262,472718,0,0,348137,252146,184552,0,60512,0,842482,65727,0,0,1423230,225552,25841,0,0,231392,90365,157117,114439,65482,0,0,0,269544,7102723,7294349,0,0,56042,388076,130404,139315,104460,91795,0,166917,172174,468445,0,0,27380,0,0,0,737427,328825,15460,870873,38360,0,0,194254,0,70586,40980,0,151311,0,0,0,0,38473,0,1414798,25841,0,85152,0,97532,105038,0,0,0,0,0,0,0
3b_20d,20,73090,8284,3101710,33774,875090,62730,23255,99142,1493481,111205,14440340,104803,0,286607,27835,0,0,916270,33253,72059,1234323,260091,16706,0,96772,481990,424673,0,0,0,113497,0,23269,0,243225,0,82359,33256,886424,68841,271257,16250,71098,1226079,71098,355265,1489118,0,604872,70633,74412,33541,79187,0,0,0,11081,119974,0,0,2166798,2591990,0,0,139760,0,0,36850310,148327,0,0,0,107954,137580,58495,21159172,0,264873,639964,567514,13633,17623,269845,267631,245686,0,53420,68017,959734,68270,115095,0,1241318,206796,25122,40109,0,286068,104570,172163,121830,54824,0,52784,0,326438,9305463,9214099,0,0,70311,369259,140225,0,121446,0,0,147807,175558,460794,0,21538,26517,0,0,0,739502,391537,21685,976102,49579,0,0,231939,0,91009,58268,0,169771,0,0,129051,27358,34326,0,1336555,29578,0,147495,0,118522,117731,0,0,0,0,81453,0,0
3b_20e,20,74304,8076,3302106,36534,630601,55457,13228,83239,878288,74222,15046087,113796,0,289808,28960,0,0,1130867,30231,112123,1635275,257147,15182,0,121265,476408,521685,14719,0,0,85237,0,24179,0,222519,0,100275,30265,919520,0,246831,0,53030,1258887,99048,304324,0,0,732456,89442,74484,35045,77065,0,0,0,11885,88959,0,0,1877429,2901795,0,0,152747,0,0,36446236,143337,19388,8101,0,0,140272,0,21786968,0,248296,731530,525473,0,0,264899,238710,203196,0,70335,71626,883481,70288,78266,0,1230681,247885,26665,0,0,326900,109153,178644,122847,67392,146076,70516,0,367397,8034234,7215256,0,0,56328,318490,141348,138865,116693,0,0,184576,225326,479187,50602,20511,33744,0,0,0,758703,354337,19879,863665,0,0,0,249345,0,108815,53750,0,154099,0,23529,150847,28639,40078,0,1294341,23493,0,112292,0,114773,85689,0,0,0,0,48045,0,0
4b_20a,20,0,0,4714356,16081,1194889,68344,11929,177920,411977,284228,21691721,179389,0,100390,29712,16601,0,530763,0,64409,921232,89288,11023,17251,71840,285172,754100,40228,0,0,0,0,170411,0,143835,41084,83537,0,493529,0,232398,0,31216,619208,52316,183438,811424,0,81690,65071,60746,30755,39642,0,25132,24860,0,0,0,0,911110,2108797,0,81894,105406,0,105077,19978617,41222,17873,0,16614,0,128698,0,8871792,0,136990,502275,822616,0,0,64547,161416,183681,0,0,0,461403,58221,0,0,93756,90343,0,0,0,176401,0,159568,86521,0,142487,0,0,184865,5713273,5619146,0,0,41539,1060767,110279,0,79392,63092,0,0,66879,281349,0,20025,0,0,0,0,94536,78749,16745,1475130,0,0,0,141227,0,67829,0,0,116134,0,28852,0,63313,14951,0,856651,40110,0,112605,0,50012,44746,0,0,0,0,0,0,0
4b_20b,20,58326,5206,2609074,0,541715,34133,10624,98736,189756,164099,14858641,90623,0,0,0,15848,0,654261,0,64285,957306,106020,0,0,91640,277898,937276,0,0,0,0,0,164563,0,141702,0,94786,0,474665,64487,269169,0,31983,693434,30218,170183,0,0,0,67179,0,32872,75996,0,0,45320,0,0,0,0,828054,1995319,0,35409,115931,0,39769,20639220,45078,8135,9505,0,0,0,0,9210485,0,140312,590075,341407,0,0,57928,163622,0,0,26864,0,439859,0,171469,0,78104,132733,0,0,0,168771,0,173416,88252,0,118554,0,0,228366,4851932,5196392,0,0,32453,777240,116285,0,72457,0,0,88050,71954,295568,68149,22824,30693,0,0,0,99619,307117,21812,1413998,0,0,0,147076,0,91217,34316,0,123273,0,0,0,60061,18081,0,828652,36500,0,99763,0,67824,80071,0,0,0,0,168748,0,0
4b_20c,20,58545,8434,4995976,21209,1640499,62962,27890,180518,627514,278070,16240038,202670,0,187494,28652,0,0,613880,0,89096,1166973,116397,0,0,71100,370571,1142568,44157,0,0,0,0,231539,0,0,57751,0,32382,611393,50284,286532,0,48004,859357,64268,240150,937775,0,0,0,0,0,58897,0,58907,67855,0,0,0,0,1571189,2336472,0,0,84437,56810,128855,26763208,50564,19662,11956,19549,0,95074,0,7821264,0,185995,742720,431472,0,0,101663,195521,207368,0,0,0,635101,0,70194,0,133834,143455,0,0,0,0,70284,182066,108755,0,0,22438,0,281350,6428075,6604014,0,0,36478,1363951,134166,0,93572,83207,0,132977,78762,313602,72618,19180,0,0,0,0,152292,113575,24709,1455529,0,0,0,177545,0,81820,34221,0,121806,0,0,0,0,0,0,860730,42930,0,119311,0,59240,24318,0,0,0,0,0,0,0
1b_00a,0,100604,0,4739981,0,839199,42774,30297,23923,343930,127558,1660214,71208,0,712496,18668,0,0,400203,41032,336058,1470390,219893,0,0,95366,356135,440354,0,0,39468,0,0,17176,0,199938,0,146440,31986,352831,100827,280816,52482,40762,1849977,36378,112114,0,0,54624,74518,72639,0,0,0,0,0,0,98236,0,54906,2831629,3287861,0,0,115837,0,0,46429708,45779,0,0,0,0,0,0,18516650,0,494825,1183061,378402,42036,0,204041,443504,129020,0,137889,0,656524,0,0,189678,472460,1069177,113937,333959,0,534212,0,366536,0,346651,143217,256523,0,685448,4064610,5184810,0,0,648551,0,193619,179548,294450,0,0,199161,175506,335244,0,0,52405,0,100212,0,1833509,384419,0,24178,0,0,0,295405,45773,0,43483,0,91669,0,0,0,0,76174,0,839558,0,0,47591,0,46884,59450,0,0,0,0,0,0,0
1b_00b,0,105675,0,7062401,0,800154,28497,26049,34350,221136,87936,481852,44493,0,431472,21950,0,0,491575,49110,241833,1243123,170917,8967,0,64010,503705,421321,0,0,32317,0,36457,21186,0,207144,39594,167757,32976,402172,92450,346531,40563,39530,2581254,69693,153996,0,0,29062,71612,76123,0,0,0,0,0,0,137650,0,0,2302737,3861240,0,0,96586,0,0,40355000,41672,0,16490,0,0,0,0,20620483,61420,376741,989194,544177,20584,0,175535,354361,207709,0,101938,0,1074422,71170,115260,118179,160611,651828,71433,487424,0,582631,68676,338609,0,237960,266392,155093,0,720064,6484473,7388446,0,0,855312,0,211748,201107,447401,0,0,183862,206002,575773,0,23264,45230,28568,113375,0,1999797,454667,0,59858,0,26231,0,449166,54871,0,73862,0,186839,0,0,0,0,51420,0,1563628,0,0,61522,86041,52302,119747,0,0,0,0,0,0,0
1b_00c,0,107939,0,6645715,0,831448,28117,12679,16232,243823,141176,793952,96621,0,586657,18647,0,0,426414,45907,443682,3162936,388477,0,0,52818,622901,663257,0,0,51089,0,0,24471,0,223437,39351,147759,36121,430105,94129,149880,36511,33473,2190327,60803,123037,0,0,0,68124,77384,0,50661,0,0,0,0,234189,0,50717,3947743,3553199,0,0,103779,0,0,50429710,50076,0,0,0,0,201660,0,18333372,0,700393,1669459,505976,39112,0,390153,638949,164954,0,182181,0,838558,69186,0,201347,286524,1050926,111607,324209,0,550775,0,542499,0,404081,241733,288268,0,659554,5712359,5352129,0,0,913126,0,312150,226847,320714,0,0,376824,207518,437649,0,19774,71712,46198,163422,0,3464645,836146,24808,69616,0,0,0,365892,90177,0,49324,0,121852,0,0,0,0,155718,0,1123215,0,0,76384,40129,92803,56342,0,0,0,0,0,0,0
1b_00d,0,87911,0,3473316,0,977687,43466,19410,51050,240559,223582,2043034,43773,0,238754,16190,0,0,531977,39647,221056,1338295,99268,0,0,69894,259071,456523,0,0,17818,0,0,15009,0,154650,28854,104181,25069,392117,81447,229990,37255,32797,2222362,58199,112441,0,0,0,64058,65536,23502,0,0,0,0,0,63552,0,0,1434302,3440656,0,0,91843,0,0,54560213,19095,0,0,0,0,0,28248,17567666,0,278663,757279,409777,16917,0,102868,263441,143887,0,75984,0,809580,61645,0,74108,80927,411632,47263,381323,0,493701,39386,250880,0,146643,195330,106990,0,613466,4849468,5632093,0,0,6027173,0,151901,118030,306356,0,0,144943,94920,422266,36826,16881,33819,18198,82677,0,1128203,331334,0,37393,0,0,0,326370,28709,0,41659,0,106150,0,0,0,0,66907,0,1065176,0,0,47127,19122,52320,39842,0,0,0,0,0,0,0
1b_00e,0,94453,0,4928310,0,794335,33458,31851,30913,306171,244063,1482422,57849,0,478531,20360,0,0,354955,41306,296825,1579229,150842,0,0,101968,423514,623217,0,0,27659,0,0,16241,0,179770,30045,113407,31397,428005,0,305442,35826,34136,1761993,59649,109987,0,0,0,78810,59411,0,0,0,0,0,0,92202,0,32749,2038292,2843213,0,0,112416,0,0,42749893,53198,0,0,0,0,0,22081,18534358,28855,352544,938260,319205,19994,0,153940,317884,130329,0,85783,0,619974,0,0,106375,211526,674380,73467,237843,27339,451047,0,272554,0,205177,126659,148789,0,576102,4055833,5110848,0,0,646668,0,152783,137482,252522,0,0,163821,192461,308942,0,14867,38274,23444,82673,0,1419948,647335,0,37175,0,0,0,267264,37266,0,25818,0,76971,0,0,0,0,61288,0,720116,0,0,38566,0,66574,27396,0,0,0,0,0,0,0
2b_00a,0,88556,0,3592629,43406,1178316,43300,23618,63363,76424,232860,2349026,0,0,503496,24633,0,0,498369,0,88146,9576832,461184,0,0,85961,414739,541077,0,0,0,0,0,55646,0,314232,62070,0,45112,194880,35939,313438,24993,28058,1414192,37942,132709,693913,0,0,86619,52167,30729,0,0,110506,127872,0,74185,0,0,1708315,1650313,0,0,168336,28825,0,45938345,73523,0,20327,0,0,0,0,18923190,0,484913,1091631,567580,0,0,321039,448147,241274,0,136115,0,825548,0,0,0,0,390487,0,0,0,203329,76829,386443,212323,0,0,135138,0,403554,5906058,9493444,0,0,92034,603757,257365,0,109634,70597,0,345019,136048,543619,73848,27155,0,0,0,0,1464815,599314,18899,1374764,0,0,0,250830,0,218488,47594,0,133831,0,0,0,0,51768,0,1710815,35961,0,117015,0,126486,214634,0,0,93631,0,31657,33959,4686
2b_00b,0,73769,3474,5732581,22582,1056090,38883,14730,58558,50948,173244,5973539,0,0,188071,18015,0,0,901232,35198,0,6413872,320972,0,0,105749,294172,349800,0,16947,0,0,0,58461,0,166214,49072,0,0,251068,60591,413034,14875,25503,1502614,16491,126814,910617,0,0,101671,50872,24901,0,0,240562,298355,0,0,0,0,803478,1638058,0,0,199879,26504,0,46523792,107891,0,5101,0,104056,0,0,19219871,0,260122,612631,614197,0,0,146456,222838,257018,0,0,0,790906,0,0,0,26046,139429,0,0,0,186938,0,190249,90847,0,0,39086,0,444394,5652584,8681475,0,0,68928,0,109346,0,90118,0,0,110974,147796,462881,61163,19566,33402,0,0,0,433298,221959,0,1578387,0,44976,0,208556,0,144641,34312,0,75876,0,36192,0,0,19037,0,1279194,0,0,53531,0,50329,118972,0,0,0,0,0,0,0
2b_00d,0,68214,3083,5534675,21614,915449,33587,11638,51195,44381,122266,4588836,27826,44406,170208,16474,6320,199771,654868,1226104,55184,4137456,225373,9294,7868,88938,235149,385389,8981,16138,0,0,0,52667,65082,169490,45768,65082,9363,243833,26542,296332,18112,25068,1561627,25068,127526,461276,77044,911391,111279,53191,20924,28952,0,312212,6347,20563,7758,0,0,698524,1657394,569852,1118396,105881,25069,15217,45590675,72039,5576,6384,4806,73240,85742,40879,18270234,33846,205552,586852,621055,11383,3175,123456,199082,221411,44698,47399,32707,876792,46625,66921,0,23479,173368,0,15121,0,197166,51274,122843,83582,0,131102,33273,0,479519,5875377,8483340,189981,2988411,69478,198312,96668,0,90832,43653,26435,130399,121096,536138,54719,19480,88675,0,0,0,394256,288957,13487,1673108,19011,27193,3820,236881,0,150995,39990,37316,125803,0,31553,0,36385,20932,0,1500980,24908,49046,66229,0,64550,124607,31573,51068,36574,18689,52321,17212,5171
2b_00c,0,73630,26159,3068895,155021,531487,23378,10227,33808,27578,103279,4470504,36447,44214,125850,21983,8162,270085,563212,2037333,65954,6763576,273362,10827,8603,105549,262982,366468,9279,18301,0,0,0,41966,82819,178386,44053,82819,7736,269934,46873,506545,19571,33384,1637210,33384,157484,1397589,35299,793003,118360,42366,20511,46564,0,281139,10341,18906,9853,0,0,711062,1781943,595516,1200394,182534,29048,15289,51351606,77081,5401,6343,4283,91333,99933,51593,19881440,28001,210098,562708,438195,11773,2396,116110,191092,310468,51976,41666,29187,916527,46875,463,0,19809,136197,0,16663,0,204102,67127,123898,83238,0,126625,26473,0,501711,6712554,10956748,240911,3825070,65361,229995,99650,0,117338,49866,33082,136724,127366,545506,61915,20588,86297,0,0,0,348537,321829,12570,1322499,12749,42354,2764,246242,0,197748,46100,37921,120230,0,37722,0,32121,27926,0,1591952,27587,54834,56185,0,70927,99262,22254,52257,52724,23562,2066,19462,6174
3b_00a,0,76974,5188,2833199,29021,805966,44197,16257,87508,220158,204171,1805856,49399,34308,164905,30609,0,0,348949,23349,47528,837635,141802,0,0,159917,360877,320447,10300,17797,0,0,0,12492,0,133331,0,54750,0,245043,57717,316877,9066,20501,1100468,35468,121687,0,0,0,105321,45743,26748,64289,0,0,0,0,866197,0,0,590275,1256484,0,0,236219,0,0,24249259,74345,0,0,0,0,0,0,21739981,0,149264,384423,217304,0,0,100517,131905,164973,0,32999,0,605349,0,0,0,112713,224128,26007,0,0,140222,70302,109051,66603,88413,0,49267,0,227209,2886747,3955463,0,0,42107,0,77243,118614,62439,44983,0,136698,127200,464577,0,0,0,0,0,0,1626482,312136,14644,1277798,0,0,0,145025,0,0,21522,0,98907,0,0,0,0,36966,0,1326466,18982,0,42901,0,67217,65865,0,0,0,0,0,0,0
3b_00b,0,70571,3966,3057876,29969,910664,44166,24662,55483,272853,169213,441305,59396,0,206356,26557,0,0,308496,25155,51221,972206,182714,0,0,144790,505093,402694,11123,0,0,0,0,14944,0,160360,0,66274,0,326723,61739,325874,12509,25318,1097357,45025,152556,0,0,0,99042,48293,0,69726,0,0,0,0,1195353,0,0,935154,1556612,0,0,190161,0,0,29522007,64521,0,0,0,0,0,0,19689766,0,225890,542166,251073,0,0,140342,191563,170035,0,55265,0,737524,0,0,0,120813,386430,44004,0,0,187893,70270,146971,92383,156782,110478,86399,0,257306,3811390,5503667,0,0,90215,515093,103043,153865,87735,64487,0,179314,120018,567648,0,0,0,0,0,0,2158554,382825,18966,2140427,0,0,0,191416,0,0,27032,0,140530,0,0,0,0,36474,0,1680629,21939,0,48933,0,79749,106850,0,0,0,0,0,0,0
3b_00c,0,68472,4206,3468122,22773,1200053,42912,15670,42007,227249,164380,1242278,57477,0,128418,23156,0,0,359180,22098,45011,902845,200181,0,0,129994,408870,401738,9314,0,0,0,0,11363,0,124233,0,61391,0,307388,61015,289202,0,24877,1009033,39243,121470,348431,0,78927,83738,56165,0,66114,0,0,0,0,2227977,0,0,788553,1441825,0,0,152054,0,0,26031660,67602,0,0,0,150734,149513,0,19052140,0,206040,506512,224564,0,0,148407,180045,149775,0,50501,0,615736,0,0,0,107157,264270,29795,0,0,163180,52282,197153,85752,118091,0,66027,28447,282522,3285165,4572819,0,0,54711,530363,106183,142372,61145,53243,0,192439,103867,461083,52452,0,0,0,0,0,2581262,313576,24074,489538,0,0,0,181770,0,36817,18060,0,101102,0,0,0,0,53049,0,1281952,29422,0,48671,0,73898,93689,0,0,0,0,0,0,0
3b_00d,0,50364,4015,2205711,20472,553956,22684,9800,89483,181398,122264,1091782,45854,0,84085,32012,0,0,344961,21033,31919,939423,132432,0,0,190056,322276,324328,8518,0,0,0,0,10710,0,97074,0,54530,24782,215559,44624,433120,0,16580,817275,26336,97104,0,0,112520,107401,46792,0,74603,0,0,0,0,1657115,0,0,421628,1151024,0,0,199481,0,0,19127285,54488,0,0,0,180479,94207,0,21944431,0,100880,286821,261290,0,0,71522,99238,165777,0,27070,0,510829,0,0,0,67397,102832,13017,0,0,114496,64785,68416,50094,37040,0,24118,0,205171,2742587,3608123,0,0,49813,0,57750,79599,51139,36772,0,86819,60859,426528,0,0,0,0,0,0,814086,222315,20103,409683,0,0,0,130147,0,0,19692,0,105683,0,0,0,0,34300,0,1345993,24294,0,44351,0,71079,125638,0,0,0,0,0,0,0
3b_00e,0,62393,0,2534615,35502,1266074,62053,18568,88190,242813,129821,1335742,51087,0,234744,32899,0,0,350247,21142,60635,856743,132978,0,0,170596,360699,409387,11411,16522,0,0,0,12317,0,127574,0,45663,0,258549,59096,307744,12488,17699,1060994,36328,110056,366993,0,62918,96421,45647,0,74163,0,0,0,0,759401,0,0,657446,1242038,0,0,199318,0,0,24920617,60966,0,0,0,122620,0,0,21585557,0,171586,438281,212678,0,0,95907,141741,147853,0,43227,0,626539,0,0,0,0,284792,31385,0,0,155268,63328,112344,70923,103299,0,58572,0,289646,2819875,3795219,0,0,45579,317036,84875,126000,63033,0,0,128807,99487,477286,0,0,25444,0,0,0,1515143,477477,15795,469800,0,0,0,155143,0,34381,21319,0,92494,0,0,0,0,24995,0,1351783,21829,0,60774,0,72130,102518,0,0,0,0,0,0,0
4b_00a,0,57948,4676,3425061,44237,1958003,75615,35495,131832,665761,391624,2986468,224262,0,424955,45894,30068,17560,433530,332191,108624,1265428,153966,12745,19378,161040,366757,1407065,73389,23685,0,0,0,386624,142141,306785,69235,142141,6771,540796,103389,325787,20977,36021,1106026,36021,169686,531711,0,53575,136800,86043,41082,81753,0,63361,9106,20300,0,0,0,2568792,3062068,916845,2089090,292909,38939,203402,34290370,40259,31611,12624,32116,49088,109763,57221,27806133,28539,241126,735687,455373,0,0,141551,221110,212407,45551,40099,713029,628430,70056,474125,0,151615,259597,0,26660,0,329116,60211,173203,117193,0,0,21837,0,583945,6924619,8989709,0,3086093,74487,1751044,139350,0,101840,68699,42838,155190,86064,490500,84613,22146,34519,0,0,163102,182902,496727,25673,3447525,13771,76113,4279,334395,0,141443,48005,46268,203029,0,28417,52536,86877,28011,0,1563818,50928,52636,105930,0,85744,103669,27392,77111,36119,11722,23055,14916,5065
4b_00b,0,57722,5021,2087875,225576,846207,42438,30599,107255,411357,221062,2915813,136686,0,369364,23122,10218,12862,364955,245439,43196,848127,83308,15741,10764,73557,237477,688994,22452,14901,0,0,0,225138,100689,308436,53074,100689,8965,424686,82974,247841,19591,44441,1261167,47003,301473,319252,0,38630,99919,52819,24649,59375,0,27056,7020,13938,0,0,0,2785573,3339415,986091,2237209,250357,37397,59264,43512464,29747,12768,13708,11735,81310,105377,77232,22208460,37844,254644,629461,537447,0,0,158039,222783,286700,66878,38595,735901,949213,75917,211016,0,128891,220157,0,19224,0,325063,78432,169381,122543,0,0,31399,0,351478,9162891,12217630,0,4240913,68457,1232553,131708,0,186976,67382,40945,111270,71525,690922,68770,26124,85730,0,0,113304,206816,352277,22633,4440020,24489,111842,3374,316992,0,164689,72440,70777,334469,0,30918,83360,117629,24145,0,2289716,57194,61623,106738,0,83009,96564,50124,134376,78531,12413,44488,19277,7814
4b_00c,0,52711,19378,2011120,247660,1159749,48131,19543,51941,308374,214887,2670512,160235,0,308956,28911,19894,119703,441446,269937,56180,1015401,108828,8457,19931,102973,243552,727096,52212,17231,0,0,0,153378,116809,205183,47176,116809,5778,323824,35393,251771,11919,27371,682303,43271,129050,427833,0,41254,77623,62467,28929,54827,0,16285,5037,6893,0,0,0,1722266,1568650,505468,1128880,151146,24531,112194,20823343,17580,15727,5306,16924,42936,77797,34994,14736473,15201,188909,458077,283269,0,0,111699,167439,132679,24242,27539,19287,390592,41870,42355,0,79597,180259,0,13168,0,137579,26901,132232,86262,0,86029,21939,0,233754,3218594,4941064,0,1682789,44575,1055313,92855,0,61339,38837,19073,85965,39844,280756,51865,12825,59800,0,0,92321,138025,184407,18215,944502,6619,32754,1116,115854,0,53973,15954,26631,74613,0,0,14034,55085,11013,0,850631,36980,19189,32165,0,32089,54830,4420,23510,28580,4073,12909,15156,5800
4b_00d,0,51294,43144,4660194,22412,1148615,51437,19615,97319,395605,302183,2465661,133576,0,187821,32025,19843,9929,305646,199180,55096,755996,95020,8836,18510,88698,238469,818646,50908,16949,0,0,0,180679,41450,162422,42338,72733,7241,316796,61656,206434,14275,23990,817754,23990,108408,259949,0,61538,77060,65501,27714,53064,0,105141,4636,11707,0,0,0,1188015,1860211,568959,1287817,80654,25501,129558,24777477,29049,19384,10903,18746,41876,69438,40682,13478518,22754,144909,351526,309118,0,0,112224,137586,135930,28493,26947,17409,449245,39871,68331,0,100107,100098,0,16090,0,198819,37332,115701,77458,0,0,12019,0,297919,4363999,5842382,0,1994114,57788,1272468,84410,0,65448,36785,15165,102814,50734,318646,67286,17425,1795,0,0,117561,116493,171966,18985,1193943,7840,37476,1048,180620,0,81480,13651,31437,99855,0,0,13004,69127,13708,0,1044232,39456,22004,48838,0,41499,58064,19270,41701,40909,11616,16777,18288,5301
4b_00e,0,47687,28117,2881444,9945,499436,58493,5476,96032,113141,285961,5849307,92892,0,33467,33861,19323,10193,192160,103854,40403,408331,35638,6075,25557,128512,109392,502977,69378,12192,0,0,0,166211,21507,89236,26217,53993,4968,270498,32390,203732,10427,20777,518954,20777,85626,222888,0,34127,84110,52309,27842,56919,0,34353,6806,9265,0,0,0,334114,1565431,477353,1105635,163568,29140,83532,15430342,24098,13442,4220,13563,62240,48977,26429,11362433,17267,80771,229295,283824,0,0,54685,91716,110089,22788,17814,16910,294028,44173,75530,0,28174,55165,0,9119,0,145756,31270,68557,44306,0,0,1322,0,275347,3704299,4708905,0,1601358,45691,804114,59700,0,51386,35108,13899,65887,30449,253303,67478,16726,2307,0,0,75900,36421,218375,15408,1192923,11918,25661,1239,142377,0,46198,15401,26613,89414,0,0,8113,56957,13282,0,851919,38876,17402,36724,0,43703,75695,9071,35869,33428,24484,3344,11261,7593
