Sample.ID,Class,X405,X435,X450,X470,X505,X525,X570,X590,X630,X645,X660,X700,X850,X870,X890,X910,X940,X970,StdDev.405,StdDev.435,StdDev.450,StdDev.470,StdDev.505,StdDev.525,StdDev.570,StdDev.590,StdDev.630,StdDev.645,StdDev.660,StdDev.700,StdDev.850,StdDev.870,StdDev.890,StdDev.910,StdDev.940,StdDev.970
b1_00a,0,6.766485,9.289492,12.05374,17.06181,19.26851,17.73252,14.63637,22.52383,39.76925,44.20815,46.29532,55.36504,60.2228,58.78794,56.3532,49.9593,48.33362,41.05348,1.146029,1.90087,2.518204,3.35335,3.853485,3.728672,3.314967,4.656965,5.228925,5.163902,5.199727,4.999646,4.513697,4.52725,4.580781,4.320478,4.397122,4.409956
b1_00b,0,7.363796,9.935564,13.27101,19.62795,21.59081,19.81018,16.55213,24.31342,41.97521,46.53661,48.67695,57.81284,62.24242,60.73185,58.16958,51.32985,49.59613,41.74406,1.288171,2.068149,2.788236,3.798568,4.302052,4.197907,3.822758,5.158261,5.502526,5.332474,5.314919,4.907082,4.331166,4.348007,4.398414,4.15064,4.215381,4.221547
b1_00c,0,7.220796,9.829833,13.09323,19.19028,21.11772,19.45133,16.4837,24.08923,40.90545,45.41941,47.67548,57.32872,61.12716,59.55943,56.97278,50.27423,48.54823,40.80384,1.317716,1.986051,2.631168,3.558411,3.898777,3.799877,3.507456,4.520999,4.679763,4.562539,4.572156,4.341242,4.172925,4.192698,4.230736,3.960145,4.027278,4.062184
b1_00d,0,7.251147,9.547757,12.81553,19.19827,20.84211,19.07568,16.04384,23.31287,40.53798,45.083,47.22824,56.57621,61.32858,59.88258,57.37244,50.80685,49.17132,41.73855,1.383364,2.020125,2.778963,3.9854,4.285155,4.131306,3.767695,4.788502,5.09022,4.988085,4.990207,4.733234,4.560822,4.585081,4.625485,4.345985,4.424123,4.463268
b1_00e,0,7.203229,9.692718,12.87091,18.97513,20.73045,19.05449,16.18266,23.54896,40.43351,45.02773,47.29806,57.15496,61.67964,60.19456,57.63337,50.89268,49.21111,41.55904,1.195402,1.854297,2.461263,3.357361,3.678689,3.589139,3.336465,4.421386,4.702194,4.640138,4.698835,4.605503,4.30543,4.318244,4.355853,4.100197,4.182234,4.247215
b1_10a,10,6.562337,8.897626,11.48729,16.18465,17.91839,16.55205,13.93373,21.0424,36.2334,40.58432,42.91992,53.79695,57.27951,55.73475,53.1441,47.04715,45.50539,38.45111,1.051331,1.72739,2.271975,2.97121,3.385468,3.295013,2.988913,4.224001,4.628872,4.558171,4.597131,4.453179,3.886603,3.873209,3.959239,3.75815,3.823428,3.824311
b1_10b,10,6.741979,8.98565,11.81317,17.12307,18.54976,17.11391,14.6208,21.37589,36.21148,40.59334,42.98354,54.2435,57.56525,56.00721,53.37943,47.23905,45.71429,38.67272,1.204191,1.812478,2.411508,3.294651,3.628059,3.519703,3.232211,4.336181,4.659105,4.57251,4.571452,4.327017,3.931803,3.922547,3.998931,3.776258,3.828672,3.800742
b1_10c,10,6.679853,9.000683,11.6716,16.51252,18.17382,16.81497,14.25502,21.45323,36.34629,40.69379,43.10398,54.49833,57.41328,55.81922,53.16216,47.01386,45.49538,38.39863,1.205263,1.795191,2.349771,3.199915,3.510382,3.387544,3.100917,4.288574,4.890334,4.928373,4.98373,4.968236,4.736899,4.707008,4.741097,4.385456,4.427268,4.258955
b1_10d,10,6.968589,9.265993,12.28881,18.04959,19.38365,17.85431,15.26293,21.8653,36.77044,41.08521,43.37115,54.13852,57.81508,56.30288,53.66578,47.46113,45.95496,38.89664,1.182605,1.822487,2.456305,3.372966,3.673943,3.583325,3.349229,4.347807,4.529844,4.453845,4.477399,4.294705,3.975016,3.967424,4.036631,3.86224,3.94069,3.987712
b1_10e,10,6.645452,8.845561,11.59214,16.73313,18.09947,16.69382,14.24506,20.93005,35.51974,39.89856,42.30437,53.76138,57.3604,55.80863,53.16321,47.06395,45.58883,38.60819,1.111182,1.754989,2.361883,3.222009,3.577657,3.492378,3.237324,4.55401,4.752443,4.648518,4.69977,4.612598,3.788987,3.771282,3.868885,3.734226,3.817142,3.872027
b1_20a,20,6.449319,8.812008,11.30984,15.64304,17.36279,16.15194,13.82848,21.26458,35.38223,39.70156,42.3265,54.63402,56.68779,55.03872,52.51878,46.53298,44.95575,37.97693,0.8906705,1.366539,1.782907,2.345275,2.639427,2.571512,2.375324,3.485771,3.741387,3.701817,3.734012,3.714996,3.257987,3.28176,3.368282,3.23295,3.263094,3.271517
b1_20b,20,6.281307,8.620366,11.01771,15.10236,16.74771,15.63811,13.55656,20.92943,34.557,38.90633,41.63074,54.53505,56.07917,54.36561,51.79147,45.82827,44.25886,37.29545,1.004823,1.549137,1.991672,2.592418,2.879,2.806619,2.647303,3.94242,4.304003,4.371161,4.511631,5.088086,4.245765,4.217575,4.237397,3.955693,3.964896,3.821519
b1_20c,20,6.55841,8.766378,11.44577,16.39201,17.74858,16.46947,14.31028,21.18353,34.97343,39.33565,41.99918,54.68086,56.99588,55.32353,52.73701,46.70225,45.17492,38.23302,0.9670166,1.443503,1.92489,2.707196,2.936062,2.849309,2.691277,3.716272,4.057034,4.053022,4.09839,4.164837,3.66609,3.695736,3.785903,3.646928,3.694942,3.733003
b1_20d,20,6.446057,8.562399,11.1973,16.14488,17.49585,16.15671,13.85515,20.65633,34.86716,39.29719,41.90142,54.21848,56.8805,55.23492,52.64534,46.59933,45.05344,38.00846,1.010598,1.450302,1.927825,2.747469,2.965669,2.853206,2.64885,3.685744,4.060198,4.060121,4.096126,4.165311,3.751956,3.770726,3.820596,3.60446,3.636871,3.616881
b1_20e,20,6.449118,8.502394,11.11022,16.04668,17.22165,15.90077,13.71897,20.22504,34.23386,38.67376,41.28452,53.79045,56.88059,55.23803,52.62083,46.53163,44.99864,37.98714,0.9490368,1.420636,1.851604,2.481313,2.691498,2.63097,2.520679,3.483109,3.722716,3.703178,3.732881,3.784906,3.327013,3.34302,3.409578,3.282634,3.322524,3.38071
b1_30a,30,5.883061,8.334546,10.67502,14.37084,16.3589,15.3621,13.19545,22.17965,36.28395,40.75968,43.91428,58.68861,55.92384,53.98022,51.25307,45.34455,43.69093,36.85709,1.03406,1.525025,2.005975,2.746132,3.035073,2.888483,2.567909,3.753524,4.300368,4.316449,4.380958,4.722147,4.021553,4.042847,4.094139,3.805499,3.830473,3.685544
b1_30b,30,6.498964,8.687491,11.29501,15.97151,17.55568,16.27453,13.90399,21.53776,36.24276,40.75614,43.59584,56.97122,57.42957,55.69049,53.10256,47.04236,45.39112,38.43065,0.9626096,1.362635,1.797645,2.589192,2.782778,2.644987,2.355193,3.377874,3.981723,4.009724,4.046517,4.103271,3.84739,3.895873,3.991275,3.763841,3.796226,3.729571
b1_30c,30,6.549829,8.727848,11.26805,15.81736,17.36661,16.10444,13.76957,21.29304,35.82386,40.32897,43.19222,56.83438,57.09282,55.30138,52.65701,46.57166,44.88501,37.83714,0.9438458,1.336178,1.724185,2.349191,2.544474,2.440529,2.2083,3.402971,3.688239,3.678064,3.746771,3.981852,3.19999,3.243347,3.348877,3.21833,3.266716,3.262317
b1_30d,30,6.64204,8.91081,11.69085,16.71338,18.27631,16.93494,14.49478,22.18175,37.04016,41.54599,44.37326,57.65781,58.34721,56.59663,53.971,47.73508,46.05809,38.93061,1.036361,1.466006,1.955951,2.917889,3.106569,2.931876,2.587728,3.679851,4.247389,4.258155,4.289635,4.343467,4.032779,4.099013,4.194818,3.949194,3.995005,3.908109
b1_30e,30,6.366504,8.713765,11.24268,15.56173,17.1453,15.99098,13.83657,21.80865,35.81182,40.30991,43.29689,57.48832,57.33349,55.49613,52.77798,46.59322,44.90619,37.83322,1.016412,1.447885,1.870828,2.538903,2.735874,2.64012,2.404454,3.649165,3.817175,3.800721,3.885439,4.260861,3.47477,3.502832,3.579659,3.385906,3.431825,3.388608
b1_40a,40,6.048193,8.562587,10.94456,14.73379,16.65952,15.64843,13.44704,22.12776,35.77316,40.26913,43.45047,58.30861,55.93972,53.94552,51.26386,45.25884,43.59095,36.5789,1.025762,1.788096,2.370361,3.092115,3.425115,3.308856,2.966008,4.16144,4.565452,4.513218,4.537679,4.529965,4.112228,4.119911,4.184252,3.934572,3.960639,3.848939
b1_40b,40,6.529138,8.889165,11.6407,16.47516,18.10867,16.873,14.54169,22.37535,36.29444,40.72775,43.6395,57.25495,57.05124,55.18931,52.5601,46.40719,44.7443,37.65877,0.979484,1.625829,2.179634,3.01778,3.302185,3.175254,2.863719,3.944153,4.38354,4.291118,4.254803,3.991068,3.732805,3.754394,3.84355,3.666162,3.716023,3.734654
b1_40c,40,6.405374,8.636326,11.24254,15.89138,17.39207,16.16476,13.85504,21.29517,35.07106,39.47976,42.31832,55.74415,56.25229,54.41915,51.81766,45.75699,44.09631,37.07369,0.9715112,1.568947,2.096384,2.889225,3.156697,3.050518,2.788311,4.002223,4.470339,4.451568,4.485135,4.439215,3.943158,3.972356,4.067137,3.866872,3.893835,3.819547
b1_40d,40,6.564463,8.88578,11.57086,16.34862,17.81282,16.57788,14.27343,21.81304,35.36631,39.75344,42.63692,56.26583,56.70115,54.83475,52.19645,46.08167,44.42525,37.38243,0.9920636,1.677315,2.264621,3.144274,3.410149,3.290868,3.009824,4.199745,4.545744,4.486882,4.538932,4.593749,3.751231,3.753235,3.820423,3.648319,3.693746,3.697157
b1_40e,40,6.475698,8.769761,11.44592,16.16943,17.66992,16.46589,14.23558,21.791,35.21629,39.63455,42.56886,56.57489,56.73511,54.83266,52.14849,45.96712,44.29873,37.19964,0.9530794,1.635129,2.204374,3.041632,3.340279,3.248052,3.00723,4.180379,4.479827,4.391932,4.410645,4.211381,3.650914,3.677356,3.781709,3.656794,3.715528,3.773847
b1_50a,50,6.266749,8.936889,11.47434,15.48916,17.52959,16.43754,14.02433,22.99659,37.22727,41.66033,44.73693,58.93991,56.61528,54.65529,51.9902,46.00685,44.33407,37.34359,0.9398869,1.681273,2.250079,2.963031,3.396447,3.300046,2.969865,4.391569,4.66329,4.536576,4.531515,4.257819,3.690431,3.73953,3.849077,3.710964,3.767741,3.790671
b1_50b,50,6.135749,8.727575,11.16229,14.92504,17.01134,16.00937,13.70756,23.24919,37.47639,42.01916,45.29861,60.42624,56.31355,54.2555,51.51058,45.51509,43.83968,36.86045,1.065063,1.752293,2.272653,2.959832,3.266492,3.158262,2.843787,4.136449,4.569751,4.585154,4.692927,5.080866,4.394563,4.403169,4.431547,4.089646,4.099701,3.903109
b1_50c,50,6.435029,9.006529,11.59286,15.77231,17.66513,16.54805,14.18221,22.85079,36.92356,41.31967,44.29432,58.10146,56.30519,54.37738,51.72408,45.7621,44.10272,37.16461,0.9944737,1.717003,2.25332,2.924949,3.284923,3.211443,2.929012,4.43512,4.67476,4.593165,4.686117,4.927474,3.842312,3.888408,3.991248,3.820472,3.8728,3.878718
b1_50d,50,6.273237,8.744804,11.17093,15.00016,16.8334,15.80025,13.55121,22.1914,35.62244,39.96955,43.09103,57.94495,54.82837,52.79935,50.07645,44.29583,42.66448,35.92145,0.9368666,1.538987,1.988961,2.555807,2.840263,2.756999,2.490706,3.631891,4.041283,4.043717,4.092077,4.198956,3.843715,3.887586,3.988252,3.787653,3.818831,3.749332
b1_50e,50,6.253806,8.743029,11.29401,15.47449,17.31638,16.21211,13.87225,22.68426,36.66869,41.12423,44.26985,59.03745,56.17629,54.14559,51.4,45.38277,43.68462,36.66209,1.078257,1.750144,2.28652,3.130675,3.382448,3.235917,2.892523,4.259008,4.850012,4.861899,4.919692,5.031193,4.40188,4.440681,4.518615,4.237535,4.257841,4.116586
b1_60a,60,6.029492,8.565071,10.93583,14.57349,16.66144,15.6884,13.41213,22.76734,36.38256,40.80132,44.06049,59.38733,55.17491,53.1081,50.37994,44.53777,42.8967,36.07367,0.982724,1.586637,2.105196,2.786839,3.128847,3.023738,2.713755,3.92009,4.495294,4.474014,4.513609,4.441309,3.950119,3.940636,4.021115,3.808947,3.846818,3.777795
b1_60b,60,6.265678,8.956342,11.45427,15.26889,17.43019,16.43504,14.0528,23.66995,37.32265,41.69209,44.96798,64.47793,55.77185,53.70493,50.97404,45.10766,43.4836,36.68888,1.028374,1.727671,2.297655,3.033474,3.41574,3.305224,2.954391,4.26424,4.817042,4.777768,4.806589,4.982412,4.187479,4.174933,4.242179,3.987848,4.015274,3.889704
b1_60c,60,6.434461,8.998323,11.50176,15.47914,17.4356,16.37265,14.00824,22.93346,36.47026,40.8054,43.92524,58.71254,55.67642,53.65467,50.95307,45.0644,43.43516,36.61615,0.9681208,1.622294,2.139455,2.789369,3.133561,3.052686,2.774185,4.107613,4.420791,4.379453,4.441919,4.467423,3.875326,3.865168,3.945781,3.72517,3.754552,3.662422
b1_60d,60,6.246,8.705632,11.17355,15.14895,16.96177,15.9096,13.61973,22.0809,35.2909,39.57037,42.62609,57.32408,54.97498,52.97587,50.27543,44.42567,42.78741,35.95747,1.016873,1.632616,2.120701,2.758894,3.043715,2.962208,2.671721,4.077374,4.57243,4.588382,4.725095,5.056506,4.043905,3.994722,4.020493,3.748768,3.764322,3.613183
b1_60e,60,6.232725,8.684813,11.14314,15.11483,16.91428,15.86741,13.63507,22.11173,35.2458,39.53528,42.64442,57.67744,55.15308,53.11569,50.37309,44.4532,42.80172,35.911,1.008745,1.637962,2.136055,2.766181,3.061226,2.992481,2.747618,4.116291,4.579636,4.576269,4.677695,4.816018,4.080408,4.067155,4.137968,3.89604,3.919095,3.787005
b1_70a,70,6.099705,8.979944,11.51326,15.25532,17.48794,16.50257,14.15325,23.94764,37.62651,41.98342,45.25034,60.682,56.18642,54.08775,51.34957,45.5022,43.89491,37.19907,1.09487,1.911775,2.517529,3.238618,3.6477,3.543958,3.208155,4.614549,5.160171,5.117798,5.155373,4.995757,4.531069,4.552437,4.610542,4.334212,4.379151,4.293745
b1_70b,70,6.324869,9.133071,11.66034,15.38276,17.48134,16.52095,14.28848,23.90909,36.97237,41.28136,44.59834,60.58588,55.50981,53.37565,50.62783,44.88261,43.30653,36.73302,1.14722,1.874471,2.432301,3.089617,3.424749,3.338859,3.041383,4.391426,4.852804,4.811522,4.877426,4.798048,4.217821,4.240558,4.325129,4.133934,4.192981,4.177592
b1_70c,70,6.263234,8.891583,11.39043,15.23377,17.19581,16.17188,13.87,22.99894,36.43834,40.79375,44.00483,59.33477,56.17469,54.08857,51.32484,45.37357,43.74767,36.95938,1.124644,1.832567,2.404691,3.169055,3.459896,3.348513,3.021072,4.328145,5.019794,5.017959,5.065629,4.889384,4.319952,4.357709,4.428568,4.168622,4.208214,4.122612
b1_70d,70,6.279676,8.673261,11.15059,15.17523,16.91331,15.83916,13.58663,21.95794,35.13275,39.4559,42.52812,57.60442,55.3929,53.33945,50.59058,44.71109,43.11132,36.4425,1.092574,1.768525,2.336532,3.140445,3.455035,3.345763,3.029458,4.478446,5.159623,5.167544,5.248941,5.151785,4.52626,4.548251,4.603809,4.32851,4.380252,4.323841
b1_70e,70,6.29809,8.989307,11.57744,15.59163,17.45611,16.43074,14.22793,23.14396,35.81591,40.04258,43.26359,59.27645,55.27055,53.13554,50.36,44.60231,43.03384,36.50836,1.148769,1.849374,2.438984,3.271962,3.548414,3.432229,3.122895,4.466759,5.087934,5.087955,5.181826,5.147996,4.528176,4.539712,4.597815,4.291046,4.319955,4.172152
b1_80a,80,5.772031,8.297518,10.59254,14.09197,16.14272,15.21078,12.92802,22.38478,35.41745,39.78999,43.15905,59.55146,54.25403,52.07818,49.297,43.62195,42.01979,35.40851,1.054272,1.720041,2.266221,2.989238,3.338794,3.205477,2.812263,4.268452,5.171324,5.230355,5.328088,5.538256,4.907816,4.852981,4.852468,4.452701,4.447499,4.176733
b1_80b,80,6.148322,8.716374,11.11526,14.74411,16.59313,15.64015,13.41953,22.41986,34.60826,38.81132,42.09893,58.41139,54.24998,52.05178,49.20647,43.43019,41.83092,35.19452,0.972886,1.616679,2.117831,2.689211,3.015974,2.928861,2.600935,4.047314,4.896455,4.918982,5.006479,4.941833,4.252627,4.239087,4.299728,4.041868,4.058977,3.90104
b1_80c,80,6.223323,8.625267,11.0739,15.13076,16.79131,15.72026,13.39537,21.65546,34.35943,38.57872,41.63873,56.73576,54.59275,52.51223,49.74074,43.90097,42.29091,35.57752,0.971478,1.593417,2.122381,2.895725,3.17027,3.05234,2.717894,4.095947,4.930976,4.9362,4.966866,4.792138,4.189279,4.249622,4.373095,4.148522,4.162442,4.010779
b1_80d,80,6.103237,8.471303,10.90137,14.88373,16.55158,15.50919,13.24387,21.55316,34.11274,38.33054,41.43299,56.73236,54.45351,52.35559,49.58963,43.80722,42.2052,35.53792,1.029078,1.677579,2.227147,3.035575,3.255516,3.124763,2.768941,4.102828,4.765301,4.770417,4.840081,4.872674,4.218871,4.209744,4.245567,3.932849,3.94356,3.742727
b1_80e,80,6.127464,8.465405,10.90304,14.95136,16.43163,15.38765,13.26626,21.02965,33.12094,37.34459,40.44706,56.1164,54.5668,52.45689,49.65349,43.76544,42.15051,35.43396,0.9712101,1.605031,2.153604,2.936563,3.228869,3.108926,2.770519,4.162912,5.048236,5.065365,5.108939,4.800136,4.316217,4.34397,4.438985,4.161522,4.179899,4.018546
b1_90a,90,5.812408,8.211094,10.44177,13.87587,15.76979,14.82601,12.55705,21.39828,33.68116,37.85903,41.01448,56.62668,53.49915,51.35271,48.55743,42.92337,41.37553,34.89806,1.011898,1.619143,2.113645,2.735218,3.053834,2.941649,2.573244,3.944274,4.879737,4.916593,4.972923,4.82586,4.099021,4.109191,4.1644,3.938852,3.949023,3.836247
b1_90b,90,5.962228,8.130897,10.36293,14.03105,15.67477,14.67633,12.37983,20.75974,33.14759,37.39851,40.6219,56.73009,53.12367,50.94358,48.10407,42.47519,40.93839,34.46071,0.9682354,1.562937,2.076264,2.7687,3.072883,2.961028,2.577093,4.043644,5.020313,5.032049,5.088383,4.731048,4.097838,4.108222,4.166621,3.943576,3.957414,3.857884
b1_90c,90,5.949488,8.370374,10.67144,14.21629,16.13397,15.14366,12.74939,21.72413,34.14613,38.2602,41.39895,56.81495,53.49181,51.31815,48.49472,42.81676,41.2625,34.74673,1.041114,1.734683,2.283061,2.966114,3.317778,3.20507,2.821668,4.329719,5.188389,5.234085,5.324795,5.148406,4.462065,4.481546,4.549412,4.303215,4.316432,4.200487
b1_90d,90,5.987177,8.278882,10.60383,14.35285,15.97549,14.97283,12.69808,20.97816,33,37.13133,40.25231,55.81914,53.07316,50.91492,48.08083,42.40693,40.84644,34.33799,0.9847227,1.625456,2.141275,2.800405,3.123548,3.024519,2.651196,4.157427,5.014439,5.008967,5.08931,4.859853,3.853071,3.859539,3.91508,3.712806,3.735398,3.688117
b1_90e,90,5.984655,8.379739,10.75946,14.60872,16.16712,15.15106,12.95045,20.90616,32.75629,36.83209,39.85725,55.06446,53.25268,51.13113,48.32427,42.64091,41.09674,34.62336,1.034694,1.701214,2.253568,2.95136,3.254349,3.154381,2.823636,4.221763,4.983249,4.982263,5.038836,4.784199,4.0274,4.043954,4.111236,3.915912,3.945943,3.895497
b1_100a,100,5.834369,8.275885,10.59923,14.27695,16.24722,15.1658,12.47588,21.01749,34.19762,38.28304,41.03818,54.32283,53.67142,51.62473,48.7582,43.01497,41.50183,34.83493,1.000322,1.677428,2.227396,2.873825,3.235116,3.131994,2.762331,4.162083,4.861676,4.850493,4.919212,4.859869,4.066555,4.066487,4.109119,3.919973,3.940666,3.880075
b1_100b,100,5.837357,7.800981,10.06482,14.09838,15.60056,14.4162,11.73018,19.30272,32.53218,36.61052,39.16539,51.52868,52.03266,50.11361,47.34862,41.79551,40.31059,33.81999,1.055065,1.638007,2.184804,2.933684,3.209927,3.1096,2.721947,4.44725,5.503265,5.547762,5.698789,6.016271,4.778894,4.729913,4.707329,4.393664,4.395962,4.230156
b1_100c,100,5.963691,7.771383,10.12884,14.67612,15.69577,14.38133,11.77559,18.2565,31.44718,35.65087,38.10136,49.8547,52.59033,50.76367,48.02772,42.28635,40.72181,34.01375,0.925986,1.43934,1.959878,2.781751,2.897799,2.790314,2.511208,3.621268,4.164452,4.157197,4.231225,4.205727,3.488143,3.503164,3.552804,3.408991,3.434152,3.43332
b1_100d,100,5.932959,7.620138,9.951865,14.70152,15.65062,14.17481,11.36608,17.42093,31.44231,35.74489,37.93123,48.16911,52.93032,51.25087,48.60764,42.67381,41.03485,33.99373,0.868006,1.326126,1.809944,2.656568,2.772169,2.617776,2.28963,3.32645,3.980531,4.025331,4.108725,4.193066,3.600396,3.609405,3.63444,3.462637,3.489496,3.481973
b1_100e,100,5.991457,8.149369,10.58504,14.90406,16.1609,14.98455,12.53667,19.74873,32.21851,36.31349,38.98498,52.0832,52.59362,50.63243,47.81517,42.12296,40.60793,33.987,1.102467,1.818684,2.398882,3.149159,3.411877,3.333647,3.077876,4.605438,5.455551,5.471313,5.588944,5.754264,4.555903,4.53229,4.544514,4.288921,4.31077,4.19621
